source,source_url,entry_id,name,title,description,repository_url,category,pricing,sla_rate_limit,quality_benchmark,payment,provenance,security_trust,all_core_value_classes,structured_value_classes,machine_actionable_value_classes,evidence
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:a2d2c8f9a7fe,stophobia/mcp-youtube-transcript,stophobia/mcp-youtube-transcript,"_sms"",""make_call"",""list_messages"",""list_phone_numbers""],""resources"":[]},""compatibility"":[""claude-desktop"",""claude-code"",""cursor"",""windsurf""],""pricing"":""open-source"",""pricingNote"":""Server is free. Twilio API usage requires a paid account."",""license"":""MIT"",""featured"":false,""verified"":false,""dateAdded""",https://github.com/stophobia/mcp-youtube-transcript,curated_registry,human_readable,absent,human_readable,absent,machine_actionable,human_readable,False,1,1,"pricing: ...e-desktop\"",\""claude-code\"",\""cursor\"",\""windsurf\""],\""pricing\"":\""open-source\"",\""pricingNote\"":\""Server is free. Twilio API usage requires a... | quality_benchmark: ...id account.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-01\"",\""lastUpdated\"":\""2026-03-01\"",\""qualitySc... | provenance: ...ude-code\"",\""cursor\"",\""windsurf\""],\""pricing\"":\""open-source\"",\""pricingNote\"":\""Server is free. Twilio API usage requires a paid account.\""... | security_trust: ...is free. Twilio API usage requires a paid account.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-01\"",\""..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.ankimcp/anki-mcp-server-addon,ai.ankimcp/anki-mcp-server-addon,AnkiMCP Server,Anki addon that exposes your flashcard collection to AI assistants via a local MCP server.,,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...server."", ""name"": ""ai.ankimcp/anki-mcp-server-addon"", ""repository"": {""source"": ""github"", ""url"": ""https://github.com/ankimcp/anki-mcp-server-addon..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,645,hannesrudolph_imessage-query-fastmcp-mcp-server,iMessage Query MCP Server,Mirror of,https://github.com/MCP-Mirror/hannesrudolph_imessage-query-fastmcp-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...gory"": ""developer-tools"", ""description"": ""Mirror of"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...eloper-tools"", ""description"": ""Mirror of"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""MCP-Mirror/ha..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,9946,alibabacloud-rds-openapi-mcp-server,Alibaba Cloud RDS OpenAPI MCP Server,MCP server for RDS Services via OPENAPI.,https://github.com/aliyun/alibabacloud-rds-openapi-mcp-server,cloud-platforms,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...ription"": ""MCP server for RDS Services via OPENAPI."", ""github"": {""archived"": false, ""contributors_count"": 3, ""forks_count"": 5, ""full_name"": ""... | security_trust: ...MCP server for RDS Services via OPENAPI."", ""github"": {""archived"": false, ""contributors_count"": 3, ""forks_count"": 5, ""full_name"": ""aliyun/alibab..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,7880,bio-mcp,bio-mcp,MCP server for bioinformaticians and computational biologists,https://github.com/longevity-genie/bio-mcp,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ... for bioinformaticians and computational biologists"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...ormaticians and computational biologists"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""longevity-gen..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,5935,mcp-servers,Servidores MCP (Model Context Protocol),ColeÃ§Ã£o de servidores MCP (Model Context Protocol) para integraÃ§Ã£o com diferentes APIs,https://github.com/BVStecnologia/mcp-servers,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,absent,False,2,1,"provenance: ...ext Protocol) para integraÃ§Ã£o com diferentes APIs"", ""github"": null, ""id"": 5935, ""name"": ""mcp-servers"", ""server_command"": null, ""server_conf..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.example4/xmp4,ai.example4/xmp4,xmp4 — Semantic Code Intelligence,"See how any OSS library is really used — real source, tests, callers. C#, Java, TS, Python, Rust+.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...ption"": ""See how any OSS library is really used — real source, tests, callers. C#, Java, TS, Python, Rust+."", ""name"": ""ai.example4/xmp4"", ""re..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,2477,k8s-mcp-server,Kubernetes MCP Server,MCP server for all of your needs in k8s â¸ï¸,https://github.com/MayukhSobo/k8s-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...n"": ""MCP server for all of your needs in k8s â¸ï¸"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...rver for all of your needs in k8s â¸ï¸"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""MayukhSobo/k8..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,12696,remote-mcp-server,remote-mcp-server,,https://github.com/baba786/remote-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...6"", ""category"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ry"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 0, ""full_name"": ""baba786/remot..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,2377,elevenlabs-mcp,ElevenLabs MCP Server,MCP server implementation for ElevenLabs API integration,https://github.com/Garblesnarff/elevenlabs-mcp,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...erver implementation for ElevenLabs API integration"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...mentation for ElevenLabs API integration"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""Garblesnarff/..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.haymon/dbmcp,ai.haymon/dbmcp,,"Database MCP server for MySQL, MariaDB, PostgreSQL & SQLite",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...ue"": ""stdio""}], ""registryType"": ""oci"", ""runtimeHint"": ""docker"", ""transport"": {""type"": ""stdio""}}, {""environmentVariables"": [{""default"": ""127.0..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,4842,builtwith-mcp-server,BuiltWith MCP Server,,https://github.com/Cyreslab-AI/builtwith-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...I"", ""category"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...ry"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 1, ""full_name"": ""Cyreslab-AI/b..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,2181,quick-mcp-example,Standardizing LLM Interaction with MCP Servers,"Short and sweet example MCP server / client implementation for Tools, Resources and Prompts.",https://github.com/ALucek/quick-mcp-example,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...nt implementation for Tools, Resources and Prompts."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 16, ""full_name"": ... | security_trust: ...tation for Tools, Resources and Prompts."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 16, ""full_name"": ""ALucek/quick..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,7312,poem_mcp,poem_mcp,A MCP server provide knowlarge about ancient Chinese,https://github.com/charlesix59/poem_mcp,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ... MCP server provide knowlarge about ancient Chinese"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ... provide knowlarge about ancient Chinese"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""charlesix59/p..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,14650,leonardo-ai-mcp-server,Leonardo AI MCP Server,MCP server for Leonardo AI API - Free daily credits for AI image generation,https://github.com/nikolausm/leonardo-ai-mcp-server,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...AI API - Free daily credits for AI image generation"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ee daily credits for AI image generation"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""nikolausm/leo..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,13579,cmpay-mcp,CMPay MCP,åå æ¯ä» MCP Server,https://github.com/punkpeye/awesome-mcp-servers,,absent,absent,structured_unverified,human_readable,machine_actionable,machine_actionable,False,3,2,"payment: ... }\n }\n }\n}"", ""sse_url"": null, ""tags"": ""cmpay,mobile-payment,payment-server"", ""title"": ""CMPay MCP"", ""tools"": null, ""type"": ""server"", ""url"": ... | provenance: ...ory"": null, ""description"": ""åå æ¯ä» MCP Server"", ""github"": {""archived"": false, ""contributors_count"": 555, ""forks_count"": 3974, ""full_nam... | security_trust: ... ""description"": ""åå æ¯ä» MCP Server"", ""github"": {""archived"": false, ""contributors_count"": 555, ""forks_count"": 3974, ""full_name"": ""punkpeye..."
glama,https://glama.ai/api/mcp/v1/servers,pdb0dz54f8,crm-mcp,crm-mcp,"Bridges Claude Code to the Rowan Rose CRM, translating MCP tool calls into REST API requests for contacts, cases, documents, and more.",https://github.com/RRS-repositories/MCP,hosting:remote-capable,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..., ""name"": ""crm-mcp"", ""namespace"": ""RRS-repositories"", ""repository"": {""url"": ""https://github.com/RRS-repositories/MCP""}, ""slug"": ""MCP"", ""spdxLicen... | security_trust: ...hema"": {""properties"": {""CRM_API_KEY"": {""description"": ""API key for the CRM backend"", ""type"": ""string""}, ""MCP_API_KEY"": {""description"": ""API ke..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,11953,mcp-code-understanding,Code Understanding MCP Server,An MCP (Model Context Protocol) server designed to understand codebases and provide intelligent context to AI coding assistants,https://github.com/codingthefuturewithai/mcp-code-understanding,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...provide intelligent context to AI coding assistants"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...elligent context to AI coding assistants"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""codingthefutu..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,1172,PhialsBasement_Pagespeed-MCP-Server,PageSpeed MCP Server,Mirror of,https://github.com/MCP-Mirror/PhialsBasement_Pagespeed-MCP-Server,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...ry"": ""research-and-data"", ""description"": ""Mirror of"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...rch-and-data"", ""description"": ""Mirror of"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 1, ""full_name"": ""MCP-Mirror/Ph..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,2790,tempo-mcp-server,Tempo MCP Server,MCP server for managing Tempo worklogs in Jira,https://github.com/ivelin-web/tempo-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...n"": ""MCP server for managing Tempo worklogs in Jira"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 3, ""full_name"": ""... | security_trust: ...rver for managing Tempo worklogs in Jira"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 3, ""full_name"": ""ivelin-web/te..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,4925,croft,Croft,"MCP server for all of your Laravel projects - better AI pair programming, coming soon..",https://github.com/ashleyhindle/croft,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...rojects - better AI pair programming, coming soon.."", ""github"": {""archived"": false, ""contributors_count"": 4, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...etter AI pair programming, coming soon.."", ""github"": {""archived"": false, ""contributors_count"": 4, ""forks_count"": 1, ""full_name"": ""ashleyhindle/..."
